subject,body,subject_masked,body_masked,subject_clean,body_clean,text_clean,label_list,n_labels,y_admin,y_assessment,y_extenuating_circumstances,y_feedback,y_resources,y_timetabling,label_ids
lecture times changing??,"hi

heard a rumour that the kv4006 friday lecture is moving to thursday next semester. is that true?? because i have a part time job on thursdays and itd be a real problem

please let me know
liam",lecture times changing??,"hi

heard a rumour that the kv4006 friday lecture is moving to thursday next semester. is that true?? because i have a part time job on thursdays and itd be a real problem

please let me know
liam",lecture times changing??,hi heard a rumour that the kv4006 friday lecture is moving to thursday next semester. is that true?? because i have a part time job on thursdays and itd be a real problem please let me know liam,lecture times changing?? [SEP] hi heard a rumour that the kv4006 friday lecture is moving to thursday next semester. is that true?? because i have a part time job on thursdays and itd be a real problem please let me know liam,['timetabling'],1,0,0,0,0,0,1,[5]
Witness in Court Case,"Dear Dr Smith,

I have been called as a witness in a court case and the hearing date coincides with the KV4006 exam on 15th March. I have a summons letter which I can provide as evidence. This is not something I can reschedule.

Could you advise on what options are available — either an alternative exam date or a deferral?

Kind regards,
Priya Patel",Witness in Court Case,"Dear Dr Smith,

I have been called as a witness in a court case and the hearing date coincides with the KV4006 exam on 15th March. I have a summons letter which I can provide as evidence. This is not something I can reschedule.

Could you advise on what options are available — either an alternative exam date or a deferral?

[SIGN_OFF]
[PERSON]",Witness in Court Case,"Dear Dr Smith, I have been called as a witness in a court case and the hearing date coincides with the KV4006 exam on 15th March. I have a summons letter which I can provide as evidence. This is not something I can reschedule. Could you advise on what options are available — either an alternative exam date or a deferral? [SIGN_OFF] [PERSON]","Witness in Court Case [SEP] Dear Dr Smith, I have been called as a witness in a court case and the hearing date coincides with the KV4006 exam on 15th March. I have a summons letter which I can provide as evidence. This is not something I can reschedule. Could you advise on what options are available — either an alternative exam date or a deferral? [SIGN_OFF] [PERSON]",['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
Formal Grade Appeal - KV4006,"Dear Dr Smith,

I am writing to formally query my grade for the KV4006 examination. I received 38% which is a fail, however I am confident I answered the questions correctly based on the lecture material and my revision notes.

I would like to request a remark of my paper. Could you advise on the formal process for appealing a grade? I understand there may be a deadline for this and I want to ensure I don't miss it.

I have kept all my revision materials and practice answers if these would be useful for comparison.

Yours sincerely,
Priya Patel",Formal Grade Appeal - KV4006,"Dear Dr Smith,

I am writing to formally query my grade for the KV4006 examination. I received 38% which is a fail, however I am confident I answered the questions correctly based on the lecture material and my revision notes.

I would like to request a remark of my paper. Could you advise on the formal process for appealing a grade? I understand there may be a deadline for this and I want to ensure I don't miss it.

I have kept all my revision materials and practice answers if these would be useful for comparison.

Yours sincerely,
[PERSON]",Formal Grade Appeal - KV4006,"Dear Dr Smith, I am writing to formally query my grade for the KV4006 examination. I received 38% which is a fail, however I am confident I answered the questions correctly based on the lecture material and my revision notes. I would like to request a remark of my paper. Could you advise on the formal process for appealing a grade? I understand there may be a deadline for this and I want to ensure I don't miss it. I have kept all my revision materials and practice answers if these would be useful for comparison. Yours sincerely, [PERSON]","Formal Grade Appeal - KV4006 [SEP] Dear Dr Smith, I am writing to formally query my grade for the KV4006 examination. I received 38% which is a fail, however I am confident I answered the questions correctly based on the lecture material and my revision notes. I would like to request a remark of my paper. Could you advise on the formal process for appealing a grade? I understand there may be a deadline for this and I want to ensure I don't miss it. I have kept all my revision materials and practice answers if these would be useful for comparison. Yours sincerely, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
been really ill,"hi

ive had really bad flu for the past week and havent been able to do any work. the kv6003 interim report is due in 3 days and ive barely started it. i know i should have started earlier but i was fine until last monday

do i need to apply for extenuating circumstances or can u just give me an extension??

thx
josh",been really ill,"hi

ive had really bad flu for the past week and havent been able to do any work. the kv6003 interim report is due in 3 days and ive barely started it. i know i should have started earlier but i was fine until last monday

do i need to apply for extenuating circumstances or can u just give me an extension??

thx
josh",been really ill,hi ive had really bad flu for the past week and havent been able to do any work. the kv6003 interim report is due in 3 days and ive barely started it. i know i should have started earlier but i was fine until last monday do i need to apply for extenuating circumstances or can u just give me an extension?? thx josh,been really ill [SEP] hi ive had really bad flu for the past week and havent been able to do any work. the kv6003 interim report is due in 3 days and ive barely started it. i know i should have started earlier but i was fine until last monday do i need to apply for extenuating circumstances or can u just give me an extension?? thx josh,['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
Additional Resources for Machine Learning Topic,"Dear Dr Smith,

I've been going through the KV5002 content on machine learning algorithms and I'm finding the lecture material quite high-level. Are there any additional resources you'd recommend — YouTube channels, online courses, or supplementary textbooks — that might help me understand the concepts in more depth?

I learn better with worked examples if that helps narrow it down.

Best wishes,
Rebecca Lawrence",Additional Resources for Machine Learning Topic,"Dear Dr Smith,

I've been going through the KV5002 content on machine learning algorithms and I'm finding the lecture material quite high-level. Are there any additional resources you'd recommend — YouTube channels, online courses, or supplementary textbooks — that might help me understand the concepts in more depth?

I learn better with worked examples if that helps narrow it down.

Best wishes,
[PERSON]",Additional Resources for Machine Learning Topic,"Dear Dr Smith, I've been going through the KV5002 content on machine learning algorithms and I'm finding the lecture material quite high-level. Are there any additional resources you'd recommend — YouTube channels, online courses, or supplementary textbooks — that might help me understand the concepts in more depth? I learn better with worked examples if that helps narrow it down. Best wishes, [PERSON]","Additional Resources for Machine Learning Topic [SEP] Dear Dr Smith, I've been going through the KV5002 content on machine learning algorithms and I'm finding the lecture material quite high-level. Are there any additional resources you'd recommend — YouTube channels, online courses, or supplementary textbooks — that might help me understand the concepts in more depth? I learn better with worked examples if that helps narrow it down. Best wishes, [PERSON]",['resources'],1,0,0,0,0,1,0,[4]
Changing Supervisor,"Dear Dr Smith,

This is a difficult email to write but I would like to request a change of supervisor for my KV6003 project. My current supervisor and I have different views on the direction of my project and I feel I would benefit from working with someone whose expertise is more aligned with my topic area.

I want to handle this professionally and I'm not making this decision lightly. Could you advise on the formal process for requesting this?

Kind regards,
Hannah Wright",Changing Supervisor,"Dear Dr Smith,

This is a difficult email to write but I would like to request a change of supervisor for my KV6003 project. My current supervisor and I have different views on the direction of my project and I feel I would benefit from working with someone whose expertise is more aligned with my topic area.

I want to handle this professionally and I'm not making this decision lightly. Could you advise on the formal process for requesting this?

[SIGN_OFF]
[PERSON]",Changing Supervisor,"Dear Dr Smith, This is a difficult email to write but I would like to request a change of supervisor for my KV6003 project. My current supervisor and I have different views on the direction of my project and I feel I would benefit from working with someone whose expertise is more aligned with my topic area. I want to handle this professionally and I'm not making this decision lightly. Could you advise on the formal process for requesting this? [SIGN_OFF] [PERSON]","Changing Supervisor [SEP] Dear Dr Smith, This is a difficult email to write but I would like to request a change of supervisor for my KV6003 project. My current supervisor and I have different views on the direction of my project and I feel I would benefit from working with someone whose expertise is more aligned with my topic area. I want to handle this professionally and I'm not making this decision lightly. Could you advise on the formal process for requesting this? [SIGN_OFF] [PERSON]",['admin'],1,1,0,0,0,0,0,[0]
Module Evaluation Feedback,"Dear Dr Smith,

I wanted to share some constructive feedback about KV4006 as a whole. Overall I've found the module well-structured and the lectures clear. However, I think the practical sessions could benefit from more hands-on exercises rather than demonstrations, and the assignment brief could be clearer about expectations for the design section.

I hope this is useful. I thought it was better to share directly rather than just through the anonymous module evaluation form.

Best wishes,
Rebecca Lawrence",Module Evaluation Feedback,"Dear Dr Smith,

I wanted to share some constructive feedback about KV4006 as a whole. Overall I've found the module well-structured and the lectures clear. However, I think the practical sessions could benefit from more hands-on exercises rather than demonstrations, and the assignment brief could be clearer about expectations for the design section.

I hope this is useful. I thought it was better to share directly rather than just through the anonymous module evaluation form.

Best wishes,
[PERSON]",Module Evaluation Feedback,"Dear Dr Smith, I wanted to share some constructive feedback about KV4006 as a whole. Overall I've found the module well-structured and the lectures clear. However, I think the practical sessions could benefit from more hands-on exercises rather than demonstrations, and the assignment brief could be clearer about expectations for the design section. I hope this is useful. I thought it was better to share directly rather than just through the anonymous module evaluation form. Best wishes, [PERSON]","Module Evaluation Feedback [SEP] Dear Dr Smith, I wanted to share some constructive feedback about KV4006 as a whole. Overall I've found the module well-structured and the lectures clear. However, I think the practical sessions could benefit from more hands-on exercises rather than demonstrations, and the assignment brief could be clearer about expectations for the design section. I hope this is useful. I thought it was better to share directly rather than just through the anonymous module evaluation form. Best wishes, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
Late Evidence Submission for EC Claim,"Dear Dr Smith,

I submitted an extenuating circumstances claim for my KV6003 project last month but I only received my medical evidence yesterday — my GP surgery had a long delay in processing the letter. The EC office says they can't accept late evidence without module leader approval.

Would you be willing to support the late submission of my evidence? I can forward the letter to you directly.

Thank you,
Zara Ahmed",Late Evidence Submission for EC Claim,"Dear Dr Smith,

I submitted an extenuating circumstances claim for my KV6003 project last month but I only received my medical evidence yesterday — my GP surgery had a long delay in processing the letter. The EC office says they can't accept late evidence without module leader approval.

Would you be willing to support the late submission of my evidence? I can forward the letter to you directly.

Thank you,
[PERSON]",Late Evidence Submission for EC Claim,"Dear Dr Smith, I submitted an extenuating circumstances claim for my KV6003 project last month but I only received my medical evidence yesterday — my GP surgery had a long delay in processing the letter. The EC office says they can't accept late evidence without module leader approval. Would you be willing to support the late submission of my evidence? I can forward the letter to you directly. Thank you, [PERSON]","Late Evidence Submission for EC Claim [SEP] Dear Dr Smith, I submitted an extenuating circumstances claim for my KV6003 project last month but I only received my medical evidence yesterday — my GP surgery had a long delay in processing the letter. The EC office says they can't accept late evidence without module leader approval. Would you be willing to support the late submission of my evidence? I can forward the letter to you directly. Thank you, [PERSON]",['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
KV5002 Assignment 1 Feedback,"Dear Dr Smith,

I received my grade for KV5002 Assignment 1 and I got 55%. I was hoping to do better as I put a lot of effort into it. The feedback on Turnitin is quite short and I'm not sure exactly where I went wrong.

Could I arrange a meeting to go through the feedback in more detail? I want to understand what I need to improve for Assignment 2.

Thank you,
Emily Chen",KV5002 Assignment 1 Feedback,"Dear Dr Smith,

I received my grade for KV5002 Assignment 1 and I got 55%. I was hoping to do better as I put a lot of effort into it. The feedback on Turnitin is quite short and I'm not sure exactly where I went wrong.

Could I arrange a meeting to go through the feedback in more detail? I want to understand what I need to improve for Assignment 2.

Thank you,
[PERSON]",KV5002 Assignment 1 Feedback,"Dear Dr Smith, I received my grade for KV5002 Assignment 1 and I got 55%. I was hoping to do better as I put a lot of effort into it. The feedback on Turnitin is quite short and I'm not sure exactly where I went wrong. Could I arrange a meeting to go through the feedback in more detail? I want to understand what I need to improve for Assignment 2. Thank you, [PERSON]","KV5002 Assignment 1 Feedback [SEP] Dear Dr Smith, I received my grade for KV5002 Assignment 1 and I got 55%. I was hoping to do better as I put a lot of effort into it. The feedback on Turnitin is quite short and I'm not sure exactly where I went wrong. Could I arrange a meeting to go through the feedback in more detail? I want to understand what I need to improve for Assignment 2. Thank you, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
Caring Responsibilities,"Dear Dr Smith,

I wanted to make you aware that I have recently become a primary carer for my younger sibling following a change in family circumstances. This has significantly impacted my study time and I'm finding it very difficult to keep up with the KV6003 project milestones.

I've spoken to the Student Wellbeing team and they've recommended I contact my module leaders about potential adjustments. Is there any flexibility with the project timeline?

I can provide a letter from my social worker if needed.

Best wishes,
Fatima Al-Rashid",Caring Responsibilities,"Dear Dr Smith,

I wanted to make you aware that I have recently become a primary carer for my younger sibling following a change in family circumstances. This has significantly impacted my study time and I'm finding it very difficult to keep up with the KV6003 project milestones.

I've spoken to the Student Wellbeing team and they've recommended I contact my module leaders about potential adjustments. Is there any flexibility with the project timeline?

I can provide a letter from my social worker if needed.

Best wishes,
[PERSON]",Caring Responsibilities,"Dear Dr Smith, I wanted to make you aware that I have recently become a primary carer for my younger sibling following a change in family circumstances. This has significantly impacted my study time and I'm finding it very difficult to keep up with the KV6003 project milestones. I've spoken to the Student Wellbeing team and they've recommended I contact my module leaders about potential adjustments. Is there any flexibility with the project timeline? I can provide a letter from my social worker if needed. Best wishes, [PERSON]","Caring Responsibilities [SEP] Dear Dr Smith, I wanted to make you aware that I have recently become a primary carer for my younger sibling following a change in family circumstances. This has significantly impacted my study time and I'm finding it very difficult to keep up with the KV6003 project milestones. I've spoken to the Student Wellbeing team and they've recommended I contact my module leaders about potential adjustments. Is there any flexibility with the project timeline? I can provide a letter from my social worker if needed. Best wishes, [PERSON]",['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
week 8 slides?,"hi

are the kv5002 week 8 slides going to be uploaded?? they still arent on blackboard and its been a week since the lecture

cheers
ryan",week 8 slides?,"hi

are the kv5002 week 8 slides going to be uploaded?? they still arent on blackboard and its been a week since the lecture

cheers
ryan",week 8 slides?,hi are the kv5002 week 8 slides going to be uploaded?? they still arent on blackboard and its been a week since the lecture cheers ryan,week 8 slides? [SEP] hi are the kv5002 week 8 slides going to be uploaded?? they still arent on blackboard and its been a week since the lecture cheers ryan,['resources'],1,0,0,0,0,1,0,[4]
kv4006 friday lecture,"hi

is the kv4006 lecture on friday happening or not?? people are saying its cancelled but theres nothing on blackboard about it

pls let us know
connor",kv4006 friday lecture,"hi

is the kv4006 lecture on friday happening or not?? people are saying its cancelled but theres nothing on blackboard about it

pls let us know
connor",kv4006 friday lecture,hi is the kv4006 lecture on friday happening or not?? people are saying its cancelled but theres nothing on blackboard about it pls let us know connor,kv4006 friday lecture [SEP] hi is the kv4006 lecture on friday happening or not?? people are saying its cancelled but theres nothing on blackboard about it pls let us know connor,['timetabling'],1,0,0,0,0,0,1,[5]
Quick Update and Questions,"Dear Dr Smith,

Just a quick email with an update and a couple of questions about KV6003.

Update: I've completed the data collection phase and have started preprocessing. The dataset is looking good — 200 emails across 6 categories.

Questions:
- Should I include the preprocessing code in the appendix or just describe it in the methodology?
- My Turnitin submission from last week still shows as 'pending' — is this normal?
- Are we allowed to use spaCy or do you prefer we stick to NLTK?

Thanks,
Zara Ahmed",Quick Update and Questions,"Dear Dr Smith,

Just a quick email with an update and a couple of questions about KV6003.

Update: I've completed the data collection phase and have started preprocessing. The dataset is looking good — 200 emails across 6 categories.

Questions:
- Should I include the preprocessing code in the appendix or just describe it in the methodology?
- My Turnitin submission from last week still shows as 'pending' — is this normal?
- Are we allowed to use spaCy or do you prefer we stick to NLTK?

[SIGN_OFF]
[PERSON]",Quick Update and Questions,"Dear Dr Smith, Just a quick email with an update and a couple of questions about KV6003. Update: I've completed the data collection phase and have started preprocessing. The dataset is looking good — 200 emails across 6 categories. Questions: - Should I include the preprocessing code in the appendix or just describe it in the methodology? - My Turnitin submission from last week still shows as 'pending' — is this normal? - Are we allowed to use spaCy or do you prefer we stick to NLTK? [SIGN_OFF] [PERSON]","Quick Update and Questions [SEP] Dear Dr Smith, Just a quick email with an update and a couple of questions about KV6003. Update: I've completed the data collection phase and have started preprocessing. The dataset is looking good — 200 emails across 6 categories. Questions: - Should I include the preprocessing code in the appendix or just describe it in the methodology? - My Turnitin submission from last week still shows as 'pending' — is this normal? - Are we allowed to use spaCy or do you prefer we stick to NLTK? [SIGN_OFF] [PERSON]","['assessment', 'resources']",2,0,1,0,0,1,0,"[1, 4]"
Positive Feedback - Thank You,"Dear Dr Smith,

I just wanted to send a quick email to say thank you for the detailed feedback on my KV6003 project proposal. The comments were really helpful and I feel much more confident about the direction of my project now.

I particularly appreciated the suggested papers for my literature review — they've been very relevant.

Best wishes,
Zara Ahmed",Positive Feedback - Thank You,"Dear Dr Smith,

I just wanted to send a quick email to say thank you for the detailed feedback on my KV6003 project proposal. The comments were really helpful and I feel much more confident about the direction of my project now.

I particularly appreciated the suggested papers for my literature review — they've been very relevant.

Best wishes,
[PERSON]",Positive Feedback - Thank You,"Dear Dr Smith, I just wanted to send a quick email to say thank you for the detailed feedback on my KV6003 project proposal. The comments were really helpful and I feel much more confident about the direction of my project now. I particularly appreciated the suggested papers for my literature review — they've been very relevant. Best wishes, [PERSON]","Positive Feedback - Thank You [SEP] Dear Dr Smith, I just wanted to send a quick email to say thank you for the detailed feedback on my KV6003 project proposal. The comments were really helpful and I feel much more confident about the direction of my project now. I particularly appreciated the suggested papers for my literature review — they've been very relevant. Best wishes, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
cant submit on time,"hi dr smith

i know the kv5002 assignment is due friday but i genuinely cant get it done in time. ive had really bad anxiety this semester and ive fallen behind on everything. i dont have a doctors note yet but im going to try and get one this week

is there anything u can do to help

sorry
katie",cant submit on time,"hi dr smith

i know the kv5002 assignment is due friday but i genuinely cant get it done in time. ive had really bad anxiety this semester and ive fallen behind on everything. i dont have a doctors note yet but im going to try and get one this week

is there anything u can do to help

sorry
katie",cant submit on time,hi dr smith i know the kv5002 assignment is due friday but i genuinely cant get it done in time. ive had really bad anxiety this semester and ive fallen behind on everything. i dont have a doctors note yet but im going to try and get one this week is there anything u can do to help sorry katie,cant submit on time [SEP] hi dr smith i know the kv5002 assignment is due friday but i genuinely cant get it done in time. ive had really bad anxiety this semester and ive fallen behind on everything. i dont have a doctors note yet but im going to try and get one this week is there anything u can do to help sorry katie,['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
sample code from lecture,"hi dr smith

in the kv5002 lecture on wednesday you showed some sample code for the observer pattern. are you going to upload that code to blackboard or github?? i tried to copy it down during the lecture but i missed some of it

cheers
josh",sample code from lecture,"hi dr smith

in the kv5002 lecture on wednesday you showed some sample code for the observer pattern. are you going to upload that code to blackboard or github?? i tried to copy it down during the lecture but i missed some of it

cheers
josh",sample code from lecture,hi dr smith in the kv5002 lecture on wednesday you showed some sample code for the observer pattern. are you going to upload that code to blackboard or github?? i tried to copy it down during the lecture but i missed some of it cheers josh,sample code from lecture [SEP] hi dr smith in the kv5002 lecture on wednesday you showed some sample code for the observer pattern. are you going to upload that code to blackboard or github?? i tried to copy it down during the lecture but i missed some of it cheers josh,['resources'],1,0,0,0,0,1,0,[4]
recording of last lecture,"hi dr smith

i was ill last week and missed the kv5002 lecture on software testing. is there a recording on panopto?? i cant find it anywhere on blackboard

thx
ryan",recording of last lecture,"hi dr smith

i was ill last week and missed the kv5002 lecture on software testing. is there a recording on panopto?? i cant find it anywhere on blackboard

thx
ryan",recording of last lecture,hi dr smith i was ill last week and missed the kv5002 lecture on software testing. is there a recording on panopto?? i cant find it anywhere on blackboard thx ryan,recording of last lecture [SEP] hi dr smith i was ill last week and missed the kv5002 lecture on software testing. is there a recording on panopto?? i cant find it anywhere on blackboard thx ryan,['resources'],1,0,0,0,0,1,0,[4]
assignment help,"hi

just wondering when the assignment is due?? i think its next week but not sure lol

cheers",assignment help,"hi

just wondering when the assignment is due?? i think its next week but not sure lol

cheers",assignment help,hi just wondering when the assignment is due?? i think its next week but not sure lol cheers,assignment help [SEP] hi just wondering when the assignment is due?? i think its next week but not sure lol cheers,['assessment'],1,0,1,0,0,0,0,[1]
kv4006 questions and mark query,"hi

ive got a few questions about kv4006. first off when are we getting our coursework marks back?? its been ages. also i heard the exam has been moved to a different date is that true?? and lastly where can i find the revision materials u mentioned in the last lecture

sorry for all the questions lol
ben",kv4006 questions and mark query,"hi

ive got a few questions about kv4006. first off when are we getting our coursework marks back?? its been ages. also i heard the exam has been moved to a different date is that true?? and lastly where can i find the revision materials u mentioned in the last lecture

sorry for all the questions lol
ben",kv4006 questions and mark query,hi ive got a few questions about kv4006. first off when are we getting our coursework marks back?? its been ages. also i heard the exam has been moved to a different date is that true?? and lastly where can i find the revision materials u mentioned in the last lecture sorry for all the questions lol ben,kv4006 questions and mark query [SEP] hi ive got a few questions about kv4006. first off when are we getting our coursework marks back?? its been ages. also i heard the exam has been moved to a different date is that true?? and lastly where can i find the revision materials u mentioned in the last lecture sorry for all the questions lol ben,"['feedback', 'resources', 'timetabling']",3,0,0,0,1,1,1,"[3, 4, 5]"
Lecture cancellation??,"hi

i heard the kv4006 lecture on friday is cancelled is this true?? no one has posted anything on blackboard about it and i dont want to travel in for nothing

pls confirm
connor",Lecture cancellation??,"hi

i heard the kv4006 lecture on friday is cancelled is this true?? no one has posted anything on blackboard about it and i dont want to travel in for nothing

pls confirm
connor",Lecture cancellation??,hi i heard the kv4006 lecture on friday is cancelled is this true?? no one has posted anything on blackboard about it and i dont want to travel in for nothing pls confirm connor,Lecture cancellation?? [SEP] hi i heard the kv4006 lecture on friday is cancelled is this true?? no one has posted anything on blackboard about it and i dont want to travel in for nothing pls confirm connor,['timetabling'],1,0,0,0,0,0,1,[5]
where is my mark??,"hi

i submitted my kv4006 assignment 4 weeks ago and still havent got a mark back. the module handbook says feedback within 3 weeks. when are we getting our results??

cheers
jake",where is my mark??,"hi

i submitted my kv4006 assignment 4 weeks ago and still havent got a mark back. the module handbook says feedback within 3 weeks. when are we getting our results??

cheers
jake",where is my mark??,hi i submitted my kv4006 assignment 4 weeks ago and still havent got a mark back. the module handbook says feedback within 3 weeks. when are we getting our results?? cheers jake,where is my mark?? [SEP] hi i submitted my kv4006 assignment 4 weeks ago and still havent got a mark back. the module handbook says feedback within 3 weeks. when are we getting our results?? cheers jake,['feedback'],1,0,0,0,1,0,0,[3]
wrong timetable i think,"hi dr smith

so my timetable is showing kv6003 twice on monday which cant be right?? once at 9am and once at 2pm. i think its a system error but just wanted to check in case one of them is real

lol sorry
josh",wrong timetable i think,"hi dr smith

so my timetable is showing kv6003 twice on monday which cant be right?? once at 9am and once at 2pm. i think its a system error but just wanted to check in case one of them is real

lol sorry
josh",wrong timetable i think,hi dr smith so my timetable is showing kv6003 twice on monday which cant be right?? once at 9am and once at 2pm. i think its a system error but just wanted to check in case one of them is real lol sorry josh,wrong timetable i think [SEP] hi dr smith so my timetable is showing kv6003 twice on monday which cant be right?? once at 9am and once at 2pm. i think its a system error but just wanted to check in case one of them is real lol sorry josh,['timetabling'],1,0,0,0,0,0,1,[5]
Extension Request and Supervision Rescheduling,"Dear Dr Smith,

I'm writing about two things regarding KV6003. Firstly, I've been unwell with a chest infection for the past week and I'd like to request a short extension on the interim report. I have a GP letter which I can provide.

Secondly, I won't be able to make our supervision meeting on Thursday because of a hospital appointment. Could we reschedule to the following week? I'm available Monday or Wednesday afternoon.

Thank you for understanding.

Best wishes,
Rebecca Lawrence",Extension Request and Supervision Rescheduling,"Dear Dr Smith,

I'm writing about two things regarding KV6003. Firstly, I've been unwell with a chest infection for the past week and I'd like to request a short extension on the interim report. I have a GP letter which I can provide.

Secondly, I won't be able to make our supervision meeting on Thursday because of a hospital appointment. Could we reschedule to the following week? I'm available Monday or Wednesday afternoon.

Thank you for understanding.

Best wishes,
[PERSON]",Extension Request and Supervision Rescheduling,"Dear Dr Smith, I'm writing about two things regarding KV6003. Firstly, I've been unwell with a chest infection for the past week and I'd like to request a short extension on the interim report. I have a GP letter which I can provide. Secondly, I won't be able to make our supervision meeting on Thursday because of a hospital appointment. Could we reschedule to the following week? I'm available Monday or Wednesday afternoon. Thank you for understanding. Best wishes, [PERSON]","Extension Request and Supervision Rescheduling [SEP] Dear Dr Smith, I'm writing about two things regarding KV6003. Firstly, I've been unwell with a chest infection for the past week and I'd like to request a short extension on the interim report. I have a GP letter which I can provide. Secondly, I won't be able to make our supervision meeting on Thursday because of a hospital appointment. Could we reschedule to the following week? I'm available Monday or Wednesday afternoon. Thank you for understanding. Best wishes, [PERSON]","['extenuating_circumstances', 'timetabling']",2,0,0,1,0,0,1,"[2, 5]"
Mental Health Support and Extension,"Dear Dr Smith,

This is quite difficult to write but I wanted to be honest with you. I have been struggling significantly with my mental health this semester and it has severely impacted my ability to engage with my studies. I am currently receiving support from the university wellbeing service and my GP.

I am concerned about the upcoming KV5002 deadline as I have not been able to make the progress I had planned. I would like to discuss whether an extension or alternative arrangement might be possible. I can provide documentation from my counsellor if required.

I appreciate your support.

Best wishes,
Nathan Brooks",Mental Health Support and Extension,"Dear Dr Smith,

This is quite difficult to write but I wanted to be honest with you. I have been struggling significantly with my mental health this semester and it has severely impacted my ability to engage with my studies. I am currently receiving support from the university wellbeing service and my GP.

I am concerned about the upcoming KV5002 deadline as I have not been able to make the progress I had planned. I would like to discuss whether an extension or alternative arrangement might be possible. I can provide documentation from my counsellor if required.

I appreciate your support.

Best wishes,
[PERSON]",Mental Health Support and Extension,"Dear Dr Smith, This is quite difficult to write but I wanted to be honest with you. I have been struggling significantly with my mental health this semester and it has severely impacted my ability to engage with my studies. I am currently receiving support from the university wellbeing service and my GP. I am concerned about the upcoming KV5002 deadline as I have not been able to make the progress I had planned. I would like to discuss whether an extension or alternative arrangement might be possible. I can provide documentation from my counsellor if required. I appreciate your support. Best wishes, [PERSON]","Mental Health Support and Extension [SEP] Dear Dr Smith, This is quite difficult to write but I wanted to be honest with you. I have been struggling significantly with my mental health this semester and it has severely impacted my ability to engage with my studies. I am currently receiving support from the university wellbeing service and my GP. I am concerned about the upcoming KV5002 deadline as I have not been able to make the progress I had planned. I would like to discuss whether an extension or alternative arrangement might be possible. I can provide documentation from my counsellor if required. I appreciate your support. Best wishes, [PERSON]",['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
End of Year Admin and Project Query,"Dear Dr Smith,

As the academic year is coming to a close, I wanted to check a few things:

1. Is there a formal process for requesting my KV6003 supervisor to be my reference for graduate jobs?
2. When will final module grades be confirmed and published?
3. I noticed a discrepancy between my KV4006 grade on Blackboard (58%) and the student portal (55%) — which is correct?

Thank you for your help throughout the year.

Kind regards,
Isla Ferguson",End of Year Admin and Project Query,"Dear Dr Smith,

As the academic year is coming to a close, I wanted to check a few things:

1. Is there a formal process for requesting my KV6003 supervisor to be my reference for graduate jobs?
2. When will final module grades be confirmed and published?
3. I noticed a discrepancy between my KV4006 grade on Blackboard (58%) and the student portal (55%) — which is correct?

Thank you for your help throughout the year.

[SIGN_OFF]
[PERSON]",End of Year Admin and Project Query,"Dear Dr Smith, As the academic year is coming to a close, I wanted to check a few things: 1. Is there a formal process for requesting my KV6003 supervisor to be my reference for graduate jobs? 2. When will final module grades be confirmed and published? 3. I noticed a discrepancy between my KV4006 grade on Blackboard (58%) and the student portal (55%) — which is correct? Thank you for your help throughout the year. [SIGN_OFF] [PERSON]","End of Year Admin and Project Query [SEP] Dear Dr Smith, As the academic year is coming to a close, I wanted to check a few things: 1. Is there a formal process for requesting my KV6003 supervisor to be my reference for graduate jobs? 2. When will final module grades be confirmed and published? 3. I noticed a discrepancy between my KV4006 grade on Blackboard (58%) and the student portal (55%) — which is correct? Thank you for your help throughout the year. [SIGN_OFF] [PERSON]","['admin', 'feedback']",2,1,0,0,1,0,0,"[0, 3]"
